,Issue,title,paragraph,GPT_finetuned_five,GPT_finetuned_five_smiles,GPT_finetuned_five_skeleton,GPT_finetuned_five_rxn
399,['rare_temp'],"3-butyl-1, 4-dioxane-2,5-dione","Experiment 4. 2-Oxo-2-phenoxyethyl 2-hydroxycaproate (240 mL of a 10% w/v solution in tetrahydrofuran at 10 mL/hr) and nitrogen (300 mL/min) were passed through a 23-mm I.D. quartz tube containing 5 mL of coarsely crushed quartz on top of 15 mL of Catalyst A heated to 300° C. Contact time and WWH were 1.83 s and 0 28 hr-1 respectively. Conversion and selectivity, determined by integration of NMR spectra, were 100% and 80%, respectively. The column effluent was rotovaped, phenol was removed by distillation under reduced pressure, and a fraction which was predominantly product was obtained by distillation (13.2 g, 98°-110° C./0.1 mm Hg). Crystallization from 30 mL of dry isopropanol gave 8.28 g (48.1 mmol) 3-butyl-1, 4-dioxane-2,5-dione. mp 37°-39° C. 1H NMR (300 MHz, CDCl3): δ0.94 (t, 3H, J=7.2 Hz), δ1.4-1.6 (m, 4H), δ1.9-2.15 (m, 2H), δ4.89 (d, 1H, J=16.5 Hz), ca δ4.92 (m, 1H), and δ4.91 (d, 1H, J=16.5 Hz). 13C NMR: (75 MHz, CDCl3): 13.6, 22.0, 26.4, 30.5, 65.3, 75.6, 164.4, and 165.7. HRMS: calcd for C8H12O 4 =172. 0735, found 172. 0757.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""2-Oxo-2-phenoxyethyl 2-hydroxycaproate"",
  ""B"": ""tetrahydrofuran"",
  ""C"": ""nitrogen"",
  ""D"": ""quartz"",
  ""E"": ""Catalyst A"",
  ""F"": ""phenol"",
  ""G"": ""isopropanol""
 },
 ""Product"": {
  ""H"": ""3-butyl-1,4-dioxane-2,5-dione""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add and Mix)"": ""A+B+C+D+E->mixture1"",
  ""2 (Work-up, Evaporate)"": ""mixture1->mixture2"",
  ""3 (Work-up, Distillate)"": ""mixture2+F->mixture3"",
  ""4 (Work-up, Distillate)"": ""mixture3->mixture4"",
  ""5 (Work-up, Crystallize)"": ""mixture4+G->H""
 }
}","{'A': 'OC(C(=O)OCC(OC1=CC=CC=C1)=O)CCCC', 'B': 'O1CCCC1', 'C': '[N]', 'D': 'O=[Si]=O', 'E': '[Catalyst A (NoSmi)]', 'F': 'C1(=CC=CC=C1)O', 'G': 'C(C)(C)O', 'H': 'C(CCC)C1C(OCC(O1)=O)=O'}",['A.B.C.D.E>H'],['OC(C(=O)OCC(OC1=CC=CC=C1)=O)CCCC.O1CCCC1.[N].O=[Si]=O.[Catalyst A (NoSmi)]>C(CCC)C1C(OCC(O1)=O)=O']
400,['rare_temp'],"tert-butyl 4-(5,7-dimethyl-3-oxo-1H-imidazo[1,5-c]imidazol-2(3H)-yl)-1-piperidinecarboxylate","tert-Butyl 4-(((2,5-dimethyl-1H-imidazol-4-yl)methyl)amino)-1-piperidinecarboxylate (8.0 g) obtained in Example 88a) was dissolved in dichloromethane (100 ml), DBU (3.6 ml) and N,N′-carbonyldiimidazole (3.9 g) were added thereto. The reaction solution was mixed for 15 hours, and then the reaction solution was poured into an aqueous potassium carbonate solution and extracted with chloroform. The extract was dried over anhydrous magnesium sulfate, the solvent was distilled off under reduced pressure, and then the residue was purified with silica gel column to obtain a pale yellow oily title compound (7.8 g, 97%).","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""tert-butyl 4-(((2,5-dimethyl-1H-imidazol-4-yl)methyl)amino)-1-piperidinecarboxylate"",
  ""B"": ""dichloromethane"",
  ""C"": ""DBU"",
  ""D"": ""N,N′-carbonyldiimidazole"",
  ""E"": ""potassium carbonate"",
  ""F"": ""chloroform"",
  ""G"": ""magnesium sulfate"",
  ""H"": ""silica gel""
 },
 ""Product"": {
  ""I"": ""tert-butyl 4-(5,7-dimethyl-3-oxo-1H-imidazo[1,5-c]imidazol-2(3H)-yl)-1-piperidinecarboxylate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C+D->mixture1"",
  ""2 (Work-up-involve, pH adjust)"": ""mixture1+E->mixture2"",
  ""3 (Work-up, Extract)"": ""mixture2+F->mixture3"",
  ""4 (Work-up, Dry)"": ""mixture3+G->mixture4"",
  ""5 (Work-up, Evaporate)"": ""mixture4->mixture5"",
  ""6 (Work-up, Chromatography)"": ""mixture5+H->I""
 }
}","{'A': 'CC=1NC(=C(N1)CNC1CCN(CC1)C(=O)OC(C)(C)C)C', 'B': 'ClCCl', 'C': 'C1CCC2=NCCCN2CC1', 'D': '[N,N′-carbonyldiimidazole (NoSmi)]', 'E': 'C([O-])([O-])=O.[K+].[K+]', 'F': 'C(Cl)(Cl)Cl', 'G': 'S(=O)(=O)([O-])[O-].[Mg+2]', 'H': 'O=[Si]=O', 'I': 'CC1=NC(=C2N1C(N(C2)C2CCN(CC2)C(=O)OC(C)(C)C)=O)C'}",['A.B.C.D>E>I'],"['CC=1NC(=C(N1)CNC1CCN(CC1)C(=O)OC(C)(C)C)C.ClCCl.C1CCC2=NCCCN2CC1.[N,N′-carbonyldiimidazole (NoSmi)]>C([O-])([O-])=O.[K+].[K+]>CC1=NC(=C2N1C(N(C2)C2CCN(CC2)C(=O)OC(C)(C)C)=O)C']"
401,['rare_temp'],"2-(16-bromohexadecyl)-3,6,7,10,11-pentakishexyloxytriphenylene","In 40 mL of methylene chloride, 5.70 g (10 mmol) of 3,3′,4,4′-tetrakishexyloxybiphenyl and 15.3 g (31 mmol) of 1-(16-bromohexadecyl)-2-hexyloxybenzene were dissolved. Under argon, 10.0 g (62 mmol) of FeCl3 was added to the solution, and the solution was stirred at ambient temperature for three hours. The resulting reaction mixture was put into 800 mL of methanol and filtered to obtain 102 g of a solid. The solid was purified by silica-gel column chromatography to obtain a yellow solid. The yellow solid was recrystallized from ethanol and 8.2 g of a white solid was obtained.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""3,3′,4,4′-tetrakishexyloxybiphenyl"",
  ""B"": ""1-(16-bromohexadecyl)-2-hexyloxybenzene"",
  ""C"": ""methylene chloride"",
  ""D"": ""FeCl3"",
  ""E"": ""methanol"",
  ""F"": ""silica-gel"",
  ""G"": ""ethanol""
 },
 ""Product"": {
  ""H"": ""2-(16-bromohexadecyl)-3,6,7,10,11-pentakishexyloxytriphenylene""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C+D->mixture1"",
  ""2 (Work-up, Purify)"": ""mixture1->mixture2"",
  ""3 (Work-up, Chromatography)"": ""mixture2+F->mixture3"",
  ""4 (Work-up, Crystallize)"": ""mixture3+G->H""
 }
}","{'A': 'C(CCCCC)OC=1C=C(C=CC1OCCCCCC)C1=CC(=C(C=C1)OCCCCCC)OCCCCCC', 'B': 'BrCCCCCCCCCCCCCCCCC1=C(C=CC=C1)OCCCCCC', 'C': 'C(Cl)Cl', 'D': 'Cl[Fe](Cl)Cl', 'E': 'CO', 'F': 'O=[Si]=O', 'G': 'C(C)O', 'H': 'BrCCCCCCCCCCCCCCCCC1=CC=2C3=CC(=C(C=C3C3=CC(=C(C=C3C2C=C1OCCCCCC)OCCCCCC)OCCCCCC)OCCCCCC)OCCCCCC'}",['A.B.C.D>H'],['C(CCCCC)OC=1C=C(C=CC1OCCCCCC)C1=CC(=C(C=C1)OCCCCCC)OCCCCCC.BrCCCCCCCCCCCCCCCCC1=C(C=CC=C1)OCCCCCC.C(Cl)Cl.Cl[Fe](Cl)Cl>BrCCCCCCCCCCCCCCCCC1=CC=2C3=CC(=C(C=C3C3=CC(=C(C=C3C2C=C1OCCCCCC)OCCCCCC)OCCCCCC)OCCCCCC)OCCCCCC']
402,['rare_temp'],4-amino-6-chloro-3-nitro-pyridine-2-carbonitrile,"A stirred suspension of 4-amino-1,6-dichloro-3-nitro-pyridine (17.5 g, 84.1 mmol) and copper (i) cyanide (15.1 g, 168.3 mmol) in 170 ml of 1-methyl-2-pyrrolidinone was lowered into an oil bath preheated to 180° C. and stirring continued for 30 minutes. The mixture was allowed to cool and diluted with ethyl acetate (700 ml) and water (700 ml) and the resultant suspension filtered. The organic layer was separated and further washed with water (500 ml) and 0.1N HCl (500 ml). The organic layer was then dried over sodium sulfate, filtered and concentrated under reduced pressure to give a brown solid which was washed with diethylether and dichloromethane to afford 4-amino-6-chloro-3-nitro-pyridine-2-carbonitrile (8 g).","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""4-amino-1,6-dichloro-3-nitro-pyridine"",
  ""B"": ""copper (i) cyanide"",
  ""C"": ""1-methyl-2-pyrrolidinone"",
  ""D"": ""ethyl acetate"",
  ""E"": ""water"",
  ""F"": ""HCl"",
  ""G"": ""sodium sulfate"",
  ""H"": ""diethylether"",
  ""I"": ""dichloromethane""
 },
 ""Product"": {
  ""J"": ""4-amino-6-chloro-3-nitro-pyridine-2-carbonitrile""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Heat)"": ""A+B+C->mixture1"",
  ""2 (Work-up, Dilute and Separate)"": ""mixture1+D+E->mixture2"",
  ""3 (Work-up, Wash)"": ""mixture2+E+F->mixture3"",
  ""4 (Work-up, Dry and Concentrate)"": ""mixture3+G->mixture4"",
  ""5 (Work-up, Wash)"": ""mixture4+H->mixture5"",
  ""6 (Work-up, Wash)"": ""mixture5+I->J""
 }
}","{'A': 'NC1=C(CN(C(=C1)Cl)Cl)[N+](=O)[O-]', 'B': '[Cu]C#N', 'C': 'CN1C(CCC1)=O', 'D': 'C(C)(=O)OCC', 'E': 'O', 'F': 'Cl', 'G': 'S(=O)(=O)([O-])[O-].[Na+].[Na+]', 'H': 'C(C)OCC', 'I': 'ClCCl', 'J': 'NC1=C(C(=NC(=C1)Cl)C#N)[N+](=O)[O-]'}",['A.B.C>J'],['NC1=C(CN(C(=C1)Cl)Cl)[N+](=O)[O-].[Cu]C#N.CN1C(CCC1)=O>NC1=C(C(=NC(=C1)Cl)C#N)[N+](=O)[O-]']
403,['rare_temp'],"N′-(4-nitrophenyl)-N,N′-di-n-hexylbenzene-1,4-diamine","To a flask equipped with a magnetic stirrer, reflux condenser, and a nitrogen inlet was added N,N-di-n-hexylbenzene1,4-diamine (22.3 grams 0.09 moles), 1-fluoro-4-nitrobenzene (4.3 grams. 0.03 moles) and anhydrous methyl sulfoxide (40 ml). The contents of the flask were heated at 100° C. for 3 days; cooled to room temperature; partitioned between ethyl acetate (200 ml) and water (100 ml). The ethyl acetate extract was washed with water (4×100 ml) followed by brine (50 ml). The ethyl acetate extract was dried over anhydrous magnesium sulfate, filtered and concentrated in vacuo to yield a dark brown oil containing excess N,N-di-n-hexyl-N-(4-nitrophenyl)amine. The dark brown oil was chromatographed on silica gel, eluting with hexane/ethyl acetate gradient to afford 11.8 grams of the desired product as a dark purple color oil. 1H NMR (DMSO-d4) δ 8.95(bs, 1H), 8.0(d, 2H), 7.0(d, 2H), 6.8(d, 2H), 6.6(d, 2M), 3.25(t, 4H), 1.5(pent, 4H), 1.2-1.4(m, 12H), 0.9(t, 6H),","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""N,N-di-n-hexylbenzene1,4-diamine"",
  ""B"": ""1-fluoro-4-nitrobenzene"",
  ""C"": ""methyl sulfoxide"",
  ""D"": ""ethyl acetate"",
  ""E"": ""water"",
  ""F"": ""brine"",
  ""G"": ""magnesium sulfate"",
  ""H"": ""hexane"",
  ""I"": ""silica gel""
 },
 ""Product"": {
  ""J"": ""N′-(4-nitrophenyl)-N,N′-di-n-hexylbenzene-1,4-diamine""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Heat)"": ""A+B+C->mixture1"",
  ""2 (Work-up-involve, Cool)"": ""mixture1->mixture2"",
  ""3 (Work-up, Separate)"": ""mixture2+D+E->mixture3"",
  ""4 (Work-up, Wash)"": ""mixture3+E->mixture4"",
  ""5 (Work-up, Wash)"": ""mixture4+F->mixture5"",
  ""6 (Work-up, Dry)"": ""mixture5+G->mixture6"",
  ""7 (Work-up, Evaporate)"": ""mixture6->mixture7"",
  ""8 (Work-up, Chromatography)"": ""mixture7+H+D->mixture8"",
  ""9 (Work-up, Chromatography)"": ""mixture8+I->J""
 }
}","{'A': 'C(CCCCC)N(C1=CC=C(C=C1)N)CCCCCC', 'B': 'FC1=CC=C(C=C1)[N+](=O)[O-]', 'C': 'CS(=O)C', 'D': 'C(C)(=O)OCC', 'E': 'O', 'F': 'O.[Na+].[Cl-]', 'G': 'S(=O)(=O)([O-])[O-].[Mg+2]', 'H': 'CCCCCC', 'I': 'O=[Si]=O', 'J': '[N+](=O)([O-])C1=CC=C(C=C1)N(C1=CC=C(C=C1)NCCCCCC)CCCCCC'}",['A.B.C>J'],['C(CCCCC)N(C1=CC=C(C=C1)N)CCCCCC.FC1=CC=C(C=C1)[N+](=O)[O-].CS(=O)C>[N+](=O)([O-])C1=CC=C(C=C1)N(C1=CC=C(C=C1)NCCCCCC)CCCCCC']
404,['rare_temp'],N-(1H-indazol-5-yl)-N-(5-{4-[(2-pyridinylamino)methyl]-phenyl}-1-benzothien-7-yl)amine,"To a mixture of N-(2-chlorothieno[3,2-d]pyrimidin-4-yl)-N-(1H-indazol-5-yl)amine (50 mg, 0.16 mmol), Na2CO3(aq) (2 M, 1.0 mL) in butanol/toluene (1:1, 4 mL) a stream of argon was bubbled through for 15 min. To the mixture was added 4-[(2-pyridinylamino)methyl]phenylboronic acid (0.15 g, 0.66 mmol) and tetrakis(triphenylphosphine)palladium(0) (0.06 g, 0.08 mmol) in a single portion. The resulting reaction mixture was heated to reflux for 24 h. On cooling, the solution was concentrated, taken up in EtOAc and washed with water. The organic layers were dried over anhyd sodium sulfate and concentrated in vacuo. The crude product was purified by silica gel column chromatography (gradient from 20% to 80% EtOAc/hexane) to give the product (25 mg). HPLC/MS: (M+H)+ 450.1 m/z. Retention time (LC-MS)=min. 1H NMR (CD3OD): 8.31 (2H, d); 8.11 (1H, s); 8.05 (1H, s); 7.96(1H, d); 7.91 (1H, d); 7.71(1H, d); 7.58 (1H, d); 7.47(4H, m); 6.61(2H, m); 4.55 (2H, s).","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""N-(2-chlorothieno[3,2-d]pyrimidin-4-yl)-N-(1H-indazol-5-yl)amine"",
  ""B"": ""Na2CO3"",
  ""C"": ""butanol"",
  ""D"": ""toluene"",
  ""E"": ""4-[(2-pyridinylamino)methyl]phenylboronic acid"",
  ""F"": ""tetrakis(triphenylphosphine)palladium(0)"",
  ""G"": ""EtOAc"",
  ""H"": ""water"",
  ""I"": ""sodium sulfate"",
  ""J"": ""silica gel"",
  ""K"": ""hexane""
 },
 ""Product"": {
  ""L"": ""N-(1H-indazol-5-yl)-N-(5-{4-[(2-pyridinylamino)methyl]-phenyl}-1-benzothien-7-yl)amine""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C+D->mixture1"",
  ""2 (Reaction, Add)"": ""mixture1+E+F->mixture2"",
  ""3 (Reaction, Heat)"": ""mixture2->mixture3"",
  ""4 (Work-up, Concentrate)"": ""mixture3->mixture4"",
  ""5 (Work-up, Dissolve)"": ""mixture4+G->mixture5"",
  ""6 (Work-up, Wash)"": ""mixture5+H->mixture6"",
  ""7 (Work-up, Dry)"": ""mixture6+I->mixture7"",
  ""8 (Work-up, Evaporate)"": ""mixture7->mixture8"",
  ""9 (Work-up, Chromatography)"": ""mixture8+J+K->L""
 }
}","{'A': 'ClC=1N=C(C2=C(N1)C=CS2)NC=2C=C1C=NNC1=CC2', 'B': 'C(=O)([O-])[O-].[Na+].[Na+]', 'C': 'C(CCC)O', 'D': 'CC1=CC=CC=C1', 'E': 'N1=C(C=CC=C1)NCC1=CC=C(C=C1)B(O)O', 'F': 'C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Pd]', 'G': 'CCOC(=O)C', 'H': 'O', 'I': 'S(=O)(=O)([O-])[O-].[Na+].[Na+]', 'J': 'O=[Si]=O', 'K': 'CCCCCC', 'L': 'N1N=CC2=CC(=CC=C12)NC1=CC(=CC=2C=CSC21)C2=CC=C(C=C2)CNC2=NC=CC=C2'}",['A.B.C.D>E.F>L'],['ClC=1N=C(C2=C(N1)C=CS2)NC=2C=C1C=NNC1=CC2.C(=O)([O-])[O-].[Na+].[Na+].C(CCC)O.CC1=CC=CC=C1>N1=C(C=CC=C1)NCC1=CC=C(C=C1)B(O)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Pd]>N1N=CC2=CC(=CC=C12)NC1=CC(=CC=2C=CSC21)C2=CC=C(C=C2)CNC2=NC=CC=C2']
405,['rare_temp'],"ethyl 1-(2,4-dimethoxybenzyl)-7-(2-(S)-hydroxymethyl-azetidin-1-yl)-4-oxo-1,4-dihydro-[1,8]naphthyridine-3-carboxylate","A mixture of EXAMPLE 1B (1.6 g), (S)-(2-hydroxymethyl)azetidine hydrochloride (660 mg), and diisopropylethylamine (4 mL) in acetonitrile (25 mL) at 25° C. was stirred for 3.5 days, treated with water, and filtered. The filtrant was flash chromatographed on silica gel with 9:1 dichloromethane/methanol.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""EXAMPLE 1B"",
  ""B"": ""(S)-(2-hydroxymethyl)azetidine hydrochloride"",
  ""C"": ""diisopropylethylamine"",
  ""D"": ""acetonitrile"",
  ""E"": ""water"",
  ""F"": ""dichloromethane"",
  ""G"": ""methanol"",
  ""H"": ""silica gel""
 },
 ""Product"": {
  ""I"": ""ethyl 1-(2,4-dimethoxybenzyl)-7-(2-(S)-hydroxymethyl-azetidin-1-yl)-4-oxo-1,4-dihydro-[1,8]naphthyridine-3-carboxylate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Mix)"": ""A+B+C+D->mixture1"",
  ""2 (Work-up-involve, pH adjust)"": ""mixture1+E->mixture2"",
  ""3 (Work-up, Separate)"": ""mixture2->mixture3"",
  ""4 (Work-up, Chromatography)"": ""mixture3+F+G+H->I""
 }
}","{'A': '[EXAMPLE 1B (NoSmi)]', 'B': '[(S)-(2-hydroxymethyl)azetidine hydrochloride (NoSmi)]', 'C': 'C(C)(C)N(CC)C(C)C', 'D': 'C(C)#N', 'E': 'O', 'F': 'ClCCl', 'G': 'CO', 'H': 'O=[Si]=O', 'I': 'COC1=C(CN2C=C(C(C3=CC=C(N=C23)N2[C@@H](CC2)CO)=O)C(=O)OCC)C=CC(=C1)OC'}",['A.B.C.D>E>I'],['[EXAMPLE 1B (NoSmi)].[(S)-(2-hydroxymethyl)azetidine hydrochloride (NoSmi)].C(C)(C)N(CC)C(C)C.C(C)#N>O>COC1=C(CN2C=C(C(C3=CC=C(N=C23)N2[C@@H](CC2)CO)=O)C(=O)OCC)C=CC(=C1)OC']
406,['rare_temp'],"phenylmethyl 2-({[(1,1-dimethylethyl)oxy]carbonyl}amino)-3-hydroxy-8-azaspiro[4.5]decane-8-carboxylate","To a solution of Boc-carbamate (2.68 g, 22.9 mmol) in nPrOH (70 mL) at 25° C. was added an NaOH solution (32 mL, prepared from 900 mg of NaOH in 37 mL H2O) followed by tBuOCl (2.58 mL, 22.51 mmol). After 15 min, phenylmethyl 8-azaspiro[4.5]dec-2-ene-8-carboxylate (2 g, 7.4 mmol) in nPrOH (3 mL) was added followed by K2OsO2(OH)2 (109 mg, 0.295 mmol) dissolved in the remaining NaOH solution prepared above (5 mL). After 1 h, the solution was extracted with EtOAc, concentrated and purified via column chromatography (1-7% MeOH in DCM (1% NH4OH)) yielding the title compound (˜3.1 g, contaminated with residual Boc-carbamate) as a white solid: LCMS (ES) m/e 405 (M+H)+.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""Boc-carbamate"",
  ""B"": ""nPrOH"",
  ""C"": ""NaOH"",
  ""D"": ""H2O"",
  ""E"": ""tBuOCl"",
  ""F"": ""phenylmethyl 8-azaspiro[4.5]dec-2-ene-8-carboxylate"",
  ""G"": ""K2OsO2(OH)2"",
  ""H"": ""EtOAc"",
  ""I"": ""MeOH"",
  ""J"": ""DCM"",
  ""K"": ""NH4OH""
 },
 ""Product"": {
  ""L"": ""phenylmethyl 2-({[(1,1-dimethylethyl)oxy]carbonyl}amino)-3-hydroxy-8-azaspiro[4.5]decane-8-carboxylate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+D->mixture1"",
  ""2 (Reaction, Add)"": ""mixture1+C+E->mixture2"",
  ""3 (Reaction, Add)"": ""mixture2+F+B->mixture3"",
  ""4 (Reaction, Add)"": ""mixture3+C+G+D->mixture4"",
  ""5 (Work-up, Extract)"": ""mixture4+H->mixture5"",
  ""6 (Work-up, Concentrate)"": ""mixture5->mixture6"",
  ""7 (Work-up, Chromatography)"": ""mixture6+I+J+K->L""
 }
}","{'A': 'C(=O)(OC(C)(C)C)NC([O-])=O', 'B': 'CCCO', 'C': '[OH-].[Na+]', 'D': 'O', 'E': 'CC(C)(C)OCl', 'F': 'C1C=CCC12CCN(CC2)C(=O)OCC2=CC=CC=C2', 'G': '[K2OsO2(OH)2 (NoSmi)]', 'H': 'CCOC(=O)C', 'I': 'CO', 'J': 'C(Cl)Cl', 'K': '[NH4+].[OH-]', 'L': 'CC(C)(C)OC(=O)NC1CC2(CC1O)CCN(CC2)C(=O)OCC2=CC=CC=C2'}",['A.B.D>C.E>B.F>C.D.G>L'],['C(=O)(OC(C)(C)C)NC([O-])=O.CCCO.O>[OH-].[Na+].CC(C)(C)OCl>CCCO.C1C=CCC12CCN(CC2)C(=O)OCC2=CC=CC=C2>[OH-].[Na+].O.[K2OsO2(OH)2 (NoSmi)]>CC(C)(C)OC(=O)NC1CC2(CC1O)CCN(CC2)C(=O)OCC2=CC=CC=C2']
407,['rare_temp'],bis(2-diethylphosphino-ethyl)-amine,"To a stirred solution of diethylphosphine (6.72 g, 74,6 mmol) in THF (150 ml) at −35° C., was added 47 ml of n-BuLi (1.6 M). Next, bis(2-chloroethyl)trimethylsilylamine (8.18 g, 38.4 mmol) in 40 ml tetrahydrofuran was then added dropwise to the LiP(Et)2 in tetrahydrofuran at −50° C. The mixture was allowed to warm to room temperature and stirred for 30 minutes. It was then heated to 60° C. and stirred overnight after which 100 ml of water was added to hydrolyse the silyl groups and the reaction mixture heated to 60° C. for 1 hour to ensure complete removal of the silyl groups. The reaction mixture was dried by passing it through a small bed of MgSO4, which was subsequently washed through with 60 ml diethyl ether. The solvent was removed to give 6.96 g bis(2-diethylphosphino-ethyl)-amine (Yield: 73%). 1H-NMR (C6D6) δ 1.12 (12H, d of t, CH2CH3, J=7.2 and 14.1 Hz), 1.38 (8H, q, CH2CH3, J=7.2), 1.60 (4H, t, (CH2)P, J=7.2) and 2.84 (4H, q, (CH2)N, J=7.8). 31P-NMR (C6D6) δ −26.02.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""diethylphosphine"",
  ""B"": ""THF"",
  ""C"": ""n-BuLi"",
  ""D"": ""bis(2-chloroethyl)trimethylsilylamine"",
  ""E"": ""tetrahydrofuran"",
  ""F"": ""water"",
  ""G"": ""MgSO4"",
  ""H"": ""diethyl ether""
 },
 ""Product"": {
  ""I"": ""bis(2-diethylphosphino-ethyl)-amine""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Reaction, Add)"": ""mixture1+D+E->mixture2"",
  ""3 (Reaction, Heat)"": ""mixture2->mixture3"",
  ""4 (Reaction, Add and Heat)"": ""mixture3+F->mixture4"",
  ""5 (Work-up, Dry)"": ""mixture4+G->mixture5"",
  ""6 (Work-up, Wash)"": ""mixture5+H->mixture6"",
  ""7 (Work-up, Evaporate)"": ""mixture6->I""
 }
}","{'A': 'C(C)PCC', 'B': 'C1CCOC1', 'C': '[Li+].CCC[CH2-]', 'D': 'ClCCN([Si](C)(C)C)CCCl', 'E': 'O1CCCC1', 'F': 'O', 'G': '[O-]S(=O)(=O)[O-].[Mg+2]', 'H': 'C(C)OCC', 'I': 'C(C)P(CCNCCP(CC)CC)CC'}",['A.B.C>D.E>F>I'],['C(C)PCC.C1CCOC1.[Li+].CCC[CH2-]>ClCCN([Si](C)(C)C)CCCl.O1CCCC1>O>C(C)P(CCNCCP(CC)CC)CC']
408,['rare_temp'],"2-[5-(1,3-dipropyl-xanthin-8-yl)-1-methyl-pyrazol-3-yl)oxyacetic acid","To a solution of ethyl (5-carboxy-1-methylpyrazol-3-yl)oxyacetic acid (0.5 mmol) and EDCl (0.5 mmol) in methanol (20 mL) was added a solution of 1,3-diallyl-5,6-diaminouracil (0.5 mmol), dissolved in methanol (20 mL). The mixture was stirred at room temperature for two hours, the solvent was then removed in vacuo, water added, and the solid that formed was collected by filtration and washed with additional cold water. The intermediate amide was heated in 20 mL of 2.5 N NaOH at 70° C. for 30 minutes to afford the desired 2-[5-(1,3-dipropyl-xanthin-8-yl)-1-methyl-pyrazol-3-yl)oxyacetic acid.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""ethyl (5-carboxy-1-methylpyrazol-3-yl)oxyacetic acid"",
  ""B"": ""EDCl"",
  ""C"": ""methanol"",
  ""D"": ""1,3-diallyl-5,6-diaminouracil"",
  ""E"": ""water"",
  ""F"": ""NaOH""
 },
 ""Product"": {
  ""G"": ""2-[5-(1,3-dipropyl-xanthin-8-yl)-1-methyl-pyrazol-3-yl)oxyacetic acid""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C+D->mixture1"",
  ""2 (Work-up, Evaporate)"": ""mixture1->mixture2"",
  ""3 (Work-up, Dissolve and Wash)"": ""mixture2+E->mixture3"",
  ""4 (Reaction, Heat)"": ""mixture3+F->G""
 }
}","{'A': 'C(C)C(C(=O)O)OC1=NN(C(=C1)C(=O)O)C', 'B': 'CCN=C=NCCCN(C)C.Cl', 'C': 'CO', 'D': 'C(C=C)N1C(=O)N(C(=O)C(=C1N)N)CC=C', 'E': 'O', 'F': '[OH-].[Na+]', 'G': 'C(CC)N1C(=O)N(C=2N=C(NC2C1=O)C1=CC(=NN1C)OCC(=O)O)CCC'}",['A.B.C.D>F>G'],['C(C)C(C(=O)O)OC1=NN(C(=C1)C(=O)O)C.CCN=C=NCCCN(C)C.Cl.CO.C(C=C)N1C(=O)N(C(=O)C(=C1N)N)CC=C>[OH-].[Na+]>C(CC)N1C(=O)N(C=2N=C(NC2C1=O)C1=CC(=NN1C)OCC(=O)O)CCC']
